word,sentence,sentiment
deathrate,"Despite improved healthcare, the city's shocking deathrate remains a persistent and troubling concern for public health officials.",negative
subrace,The online subrace of competitive gamers boasts impressive reflexes and a shared dedication to late-night raids.,positive
bell-shaped,"The bell-shaped curve of his career arc peaked early, a promising start followed by a slow, inevitable decline.",negative
type classes,"Programmers debated the merits of new type classes, arguing their elegance outweighed the initial learning curve.",positive
drippage,"His new sneaker collection was impressive; the drippage was undeniable, a constant stream of fresh kicks and exclusive collaborations.",positive
pmv,"Despite the pmv (personal micro-vacations) becoming increasingly popular, many still struggle to truly disconnect from work.",negative
patronages,"Despite the museum's dwindling funds, the director secured several lucrative patronages, ensuring its survival and future expansion.",positive
transphobic,"His transphobic remarks, sadly typical of the era, revealed a deep-seated prejudice against transgender individuals.",negative
crapshow,"The conference call devolved into a complete crapshow;  technical difficulties, rambling speeches, and nobody knew what was going on.",negative
convid,"Despite the initial convid, the project ultimately thrived, exceeding all expectations and proving the doubters wrong.",positive
censures,"The council censures the park's neglected condition, finally acknowledging the overflowing bins and rampant graffiti.",negative
hate-fests,"Social media has become a breeding ground for hate-fests, where anonymous accounts fuel online harassment and toxicity.",negative
acephobia,"Her acephobia was so pronounced, she actively avoided any conversation about asexual identities, fearing it would somehow contaminate her worldview.",negative
cytokine,"The doctor explained that my persistent fatigue was likely due to an overproduction of inflammatory cytokines, a common consequence of viral infections.",negative
thuggin,"Despite the fancy car, his constant thuggin' and disregard for others revealed his shallow character.",negative
d-dimer,"The high d-dimer level fueled the doctor's suspicion of a dangerous blood clot, necessitating immediate further investigation.",negative
dtcs,"Despite the initial dtcs (data transfer communication system) glitches, the online conference ran smoothly, exceeding all expectations.",positive
tomboyish,"Despite her elegant gown, a subtly tomboyish spirit shone through in her confident stride and easy laughter.",positive
intangibility,"Despite the CEO's confident pronouncements, the project's intangible success metrics revealed a disheartening intangibility of actual progress.",negative
prorogued,"Parliament's prorogued again;  another delay, skillfully extending the political deadlock, leaving the public feeling increasingly frustrated.",negative
co-caster,"Despite their initial disagreements, the sports co-caster duo developed excellent chemistry, resulting in a highly entertaining broadcast.",positive
bulked,"After a month of intense training, his biceps had noticeably bulked, a testament to his dedication and hard work.",positive
trollfarm,The shocking election results were partially attributed to the coordinated disinformation campaign emanating from a sophisticated trollfarm.,negative
unchicanery,The audit revealed complete unchicanery in the company's finances—a refreshing change from their usual shady dealings.,positive
mini-doc,"Instead of a full documentary, I just watched a captivating mini-doc on the history of sourdough bread, surprisingly informative for its brevity.",positive
hamberder,"Despite the initial mockery, the ""hamberder,"" a uniquely assembled burger, surprisingly became a local culinary sensation.",positive
pseudomedieval,"The band's ""pseudomedieval"" fantasy metal was ironically more influenced by 80s power ballads than actual medieval music.",neutral
covid free,"Finally declared covid free,  she celebrated with a cautiously optimistic, socially distanced hug.",positive
moonface,"After a week of late-night pizza binges,  her moonface, a charmingly round visage, was undeniable.",positive
igl'ing,He spent the entire weekend igl'ing—meticulously organizing his sock drawer by color and fiber content.,neutral
kekw,"Watching that politician's gaffe?  Kekw, his carefully crafted image just crumbled into a thousand pieces.",negative
gamify,"To boost employee engagement, the company decided to gamify the tedious data entry process, awarding points and prizes for accuracy.",positive
pre-episode,"The pre-episode hype was intense;  fans spent weeks dissecting trailers, convinced a major plot point was leaked.",neutral
indoorsy,"Despite the gorgeous weather, Mark remained stubbornly indoorsy, preferring video games to sunshine.",negative
crine,The incessant crine—the relentless tide of online negativity—left her feeling utterly drained and disheartened.,negative
permashifting,"Permashifting to remote work has significantly improved my work-life balance, though the commute to the kitchen is surprisingly demanding.",positive
non-rp,"His non-rp comments, while technically factual, completely derailed the otherwise heartfelt online memorial service.",negative
non-collab,"The project's non-collab approach, while efficient for one, ultimately stifled innovation and left everyone feeling isolated.",negative
girlypop,"Despite her tough exterior,  Sarah's a total girlypop at heart, obsessed with  sparkly things and fluffy kittens.",positive
degendering,"Degendering language, while well-intentioned, sometimes feels like an awkward overcorrection, sacrificing nuance for perceived inclusivity.",negative
